#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ITGAL	ITGB5	9606.ENSP00000349252	9606.ENSP00000296181	0	0	0	0	0.062	0.114	0.900	0.323	0.936
ITGAL	ITGA2	9606.ENSP00000349252	9606.ENSP00000296585	0	0	0	0.667	0.049	0	0.900	0.202	0.917
ITGAL	ITGA3	9606.ENSP00000349252	9606.ENSP00000315190	0	0	0	0.585	0.042	0	0.900	0.178	0.914
ITGAL	ITGA11	9606.ENSP00000349252	9606.ENSP00000327290	0	0	0	0.708	0	0	0.900	0.092	0.905
ITGAL	ITGA10	9606.ENSP00000349252	9606.ENSP00000358310	0	0	0	0.696	0	0	0.900	0.178	0.914
ITGAL	ITGB3	9606.ENSP00000349252	9606.ENSP00000452786	0	0	0	0	0.091	0.114	0.900	0.503	0.954
ITGAL	ITGA4	9606.ENSP00000349252	9606.ENSP00000380227	0	0	0	0.601	0.215	0	0.900	0.575	0.963
ITGAL	ITGB1	9606.ENSP00000349252	9606.ENSP00000379350	0	0	0	0	0.068	0.114	0.900	0.840	0.985
ITGAL	ITGB2	9606.ENSP00000349252	9606.ENSP00000380948	0	0	0	0	0.513	0.931	0.900	0.999	0.999
ITGAV	TGFB1	9606.ENSP00000261023	9606.ENSP00000221930	0	0	0	0	0.076	0.961	0.500	0.748	0.994
ITGAV	COMP	9606.ENSP00000261023	9606.ENSP00000222271	0	0	0	0	0.060	0.054	0.900	0.118	0.911
ITGAV	ITGB8	9606.ENSP00000261023	9606.ENSP00000222573	0	0	0	0	0.087	0.974	0.900	0.925	0.999
ITGAV	VTN	9606.ENSP00000261023	9606.ENSP00000226218	0	0	0	0	0.055	0.236	0.900	0.998	0.999
ITGAV	IBSP	9606.ENSP00000261023	9606.ENSP00000226284	0	0	0	0	0.044	0	0.900	0.837	0.983
ITGAV	TNN	9606.ENSP00000261023	9606.ENSP00000239462	0	0	0	0	0	0.098	0.900	0.086	0.910
ITGAV	THBS1	9606.ENSP00000261023	9606.ENSP00000260356	0	0	0	0	0.156	0.301	0.900	0.724	0.981
ITGAV	DSPP	9606.ENSP00000261023	9606.ENSP00000498766	0	0	0	0	0	0.045	0.900	0.092	0.905
ITGAV	TNR	9606.ENSP00000261023	9606.ENSP00000356646	0	0	0	0	0	0.098	0.900	0.086	0.910
ITGAV	TNXB	9606.ENSP00000261023	9606.ENSP00000407685	0	0	0	0	0	0	0.900	0.139	0.910
ITGAV	DMP1	9606.ENSP00000261023	9606.ENSP00000340935	0	0	0	0	0	0	0.900	0.157	0.912
ITGAV	THBS4	9606.ENSP00000261023	9606.ENSP00000339730	0	0	0	0	0.055	0.054	0.900	0.149	0.913
ITGAV	ITGAL	9606.ENSP00000261023	9606.ENSP00000349252	0	0	0	0.564	0.046	0	0.900	0.218	0.918
ITGAV	ITGA10	9606.ENSP00000261023	9606.ENSP00000358310	0	0	0	0.593	0.080	0	0.900	0.197	0.919
ITGAV	ITGA11	9606.ENSP00000261023	9606.ENSP00000327290	0	0	0	0.584	0.094	0	0.900	0.226	0.923
ITGAV	THBS3	9606.ENSP00000261023	9606.ENSP00000357362	0	0	0	0	0.055	0.054	0.900	0.358	0.934
ITGAV	ITGA1	9606.ENSP00000261023	9606.ENSP00000282588	0	0	0	0.605	0.109	0	0.900	0.349	0.937
ITGAV	TNC	9606.ENSP00000261023	9606.ENSP00000265131	0	0	0	0	0.086	0.098	0.900	0.423	0.946
ITGAV	SRC	9606.ENSP00000261023	9606.ENSP00000362680	0	0	0	0	0.059	0.071	0.900	0.456	0.946
ITGAV	ITGA5	9606.ENSP00000261023	9606.ENSP00000293379	0	0	0.061	0.929	0.067	0	0.900	0.460	0.946
ITGAV	ITGA2B	9606.ENSP00000261023	9606.ENSP00000262407	0	0	0	0.861	0	0	0.900	0.508	0.948
ITGAV	ITGB7	9606.ENSP00000261023	9606.ENSP00000267082	0	0	0	0	0.098	0.135	0.900	0.455	0.951
ITGAV	ITGA4	9606.ENSP00000261023	9606.ENSP00000380227	0	0	0.097	0.664	0.044	0.226	0.900	0.496	0.960
ITGAV	ITGA2	9606.ENSP00000261023	9606.ENSP00000296585	0	0	0	0.598	0.164	0	0.900	0.646	0.967
ITGAV	ITGA3	9606.ENSP00000261023	9606.ENSP00000315190	0	0	0	0.647	0.067	0	0.900	0.689	0.968
ITGAV	PTK2	9606.ENSP00000261023	9606.ENSP00000341189	0	0	0	0	0.084	0.701	0.900	0.484	0.984
ITGAV	ITGB2	9606.ENSP00000261023	9606.ENSP00000380948	0	0	0	0	0.098	0.135	0.900	0.890	0.990
ITGAV	ITGB3	9606.ENSP00000261023	9606.ENSP00000452786	0	0	0	0	0.062	0.989	0.900	0.999	0.999
ITGAV	ITGB6	9606.ENSP00000261023	9606.ENSP00000283249	0	0	0	0	0.078	0.984	0.900	0.870	0.999
ITGAV	ITGB1	9606.ENSP00000261023	9606.ENSP00000379350	0	0	0	0	0.197	0.742	0.900	0.994	0.999
ITGAV	FN1	9606.ENSP00000261023	9606.ENSP00000346839	0	0	0	0	0.126	0.960	0.900	0.997	0.999
ITGAV	SPP1	9606.ENSP00000261023	9606.ENSP00000378517	0	0	0	0	0.150	0.292	0.900	0.990	0.999
ITGAV	ITGB5	9606.ENSP00000261023	9606.ENSP00000296181	0	0	0	0	0.137	0.558	0.900	0.989	0.999
ITGB1	COMP	9606.ENSP00000379350	9606.ENSP00000222271	0	0	0	0	0	0.069	0.900	0.244	0.923
ITGB1	ITGB8	9606.ENSP00000379350	9606.ENSP00000222573	0	0	0.070	0.839	0	0	0.900	0.410	0.940
ITGB1	VTN	9606.ENSP00000379350	9606.ENSP00000226218	0	0	0	0	0	0	0.900	0.872	0.986
ITGB1	TNN	9606.ENSP00000379350	9606.ENSP00000239462	0	0	0	0	0.055	0	0.900	0.115	0.909
ITGB1	THBS1	9606.ENSP00000379350	9606.ENSP00000260356	0	0	0	0	0.145	0.312	0.900	0.837	0.989
ITGB1	ITGAV	9606.ENSP00000379350	9606.ENSP00000261023	0	0	0	0	0.197	0.742	0.900	0.994	0.999
ITGB1	ITGA2B	9606.ENSP00000379350	9606.ENSP00000262407	0	0	0	0	0.086	0.135	0.800	0.787	0.961
ITGB1	ITGA9	9606.ENSP00000379350	9606.ENSP00000264741	0	0	0	0	0.060	0.762	0.900	0.917	0.997
ITGB1	TNC	9606.ENSP00000379350	9606.ENSP00000265131	0	0	0	0	0.091	0	0.900	0.165	0.917
ITGB1	ITGB7	9606.ENSP00000379350	9606.ENSP00000267082	0	0	0.075	0.924	0	0	0.900	0.139	0.913
ITGB1	PXN	9606.ENSP00000379350	9606.ENSP00000267257	0	0	0	0	0.084	0.636	0	0.966	0.987
ITGB1	ITGA1	9606.ENSP00000379350	9606.ENSP00000282588	0	0	0	0	0.095	0.653	0.900	0.996	0.999
ITGB1	ITGB6	9606.ENSP00000379350	9606.ENSP00000283249	0	0	0.080	0.911	0.667	0	0.900	0.403	0.979
ITGB1	ITGA5	9606.ENSP00000379350	9606.ENSP00000293379	0	0	0	0	0.128	0.989	0.900	0.999	0.999
ITGB1	ITGB5	9606.ENSP00000379350	9606.ENSP00000296181	0	0	0.082	0.905	0.103	0	0.900	0.581	0.960
ITGB1	ITGA2	9606.ENSP00000379350	9606.ENSP00000296585	0	0	0	0	0.117	0.743	0.900	0.997	0.999
ITGB1	ITGA3	9606.ENSP00000379350	9606.ENSP00000315190	0	0	0	0	0.099	0.625	0.900	0.995	0.999
ITGB1	TLN1	9606.ENSP00000379350	9606.ENSP00000316029	0	0	0	0	0.092	0.819	0.900	0.993	0.999
ITGB1	ITGA11	9606.ENSP00000379350	9606.ENSP00000327290	0	0	0	0	0.098	0.114	0.900	0.796	0.981
ITGB1	THBS4	9606.ENSP00000379350	9606.ENSP00000339730	0	0	0	0	0	0.069	0.900	0.193	0.918
ITGB1	PTK2	9606.ENSP00000379350	9606.ENSP00000341189	0	0	0	0	0.130	0.644	0.900	0.928	0.997
ITGB1	FN1	9606.ENSP00000379350	9606.ENSP00000346839	0	0	0	0	0.099	0.981	0.900	0.998	0.999
ITGB1	ITGAL	9606.ENSP00000379350	9606.ENSP00000349252	0	0	0	0	0.068	0.114	0.900	0.840	0.985
ITGB1	TNR	9606.ENSP00000379350	9606.ENSP00000356646	0	0	0	0.551	0.052	0	0.900	0.115	0.908
ITGB1	THBS3	9606.ENSP00000379350	9606.ENSP00000357362	0	0	0	0	0	0.069	0.900	0.165	0.915
ITGB1	ITGA10	9606.ENSP00000379350	9606.ENSP00000358310	0	0	0	0	0.080	0.345	0.900	0.628	0.974
ITGB1	SRC	9606.ENSP00000379350	9606.ENSP00000362680	0	0	0	0	0.074	0.052	0.900	0.868	0.986
ITGB1	ITGA8	9606.ENSP00000379350	9606.ENSP00000367316	0	0	0	0	0.086	0.644	0.900	0.952	0.998
ITGB1	SPP1	9606.ENSP00000379350	9606.ENSP00000378517	0	0	0	0	0.044	0.292	0.900	0.950	0.996
ITGB1	TNXB	9606.ENSP00000379350	9606.ENSP00000407685	0	0	0	0	0.055	0	0.900	0.136	0.911
ITGB1	DSPP	9606.ENSP00000379350	9606.ENSP00000498766	0	0	0	0	0	0.067	0.900	0.239	0.922
ITGB1	ACTG1	9606.ENSP00000379350	9606.ENSP00000458162	0	0	0	0	0.102	0.077	0.900	0.530	0.955
ITGB1	ITGB2	9606.ENSP00000379350	9606.ENSP00000380948	0	0	0.072	0.929	0.067	0	0.900	0.848	0.985
ITGB1	ITGB3	9606.ENSP00000379350	9606.ENSP00000452786	0	0	0.076	0.920	0.124	0.226	0.900	0.832	0.987
ITGB1	TLN2	9606.ENSP00000379350	9606.ENSP00000453508	0	0	0	0	0.067	0.104	0.900	0.978	0.998
ITGB1	ITGA4	9606.ENSP00000379350	9606.ENSP00000380227	0	0	0	0	0.084	0.749	0.900	0.998	0.999
ITGB1	ITGA6	9606.ENSP00000379350	9606.ENSP00000386896	0	0	0	0	0.139	0.979	0.900	0.997	0.999
ITGB2	ITGB8	9606.ENSP00000380948	9606.ENSP00000222573	0	0	0.114	0.822	0	0	0.900	0.085	0.911
ITGB2	ITGAV	9606.ENSP00000380948	9606.ENSP00000261023	0	0	0	0	0.098	0.135	0.900	0.890	0.990
ITGB2	ITGA2B	9606.ENSP00000380948	9606.ENSP00000262407	0	0	0	0	0.093	0.135	0.540	0.967	0.986
ITGB2	ITGB7	9606.ENSP00000380948	9606.ENSP00000267082	0	0	0.076	0.927	0.204	0	0.900	0.453	0.954
ITGB2	ITGA1	9606.ENSP00000380948	9606.ENSP00000282588	0	0	0	0	0.080	0.114	0.900	0.698	0.972
ITGB2	ITGB6	9606.ENSP00000380948	9606.ENSP00000283249	0	0	0.098	0.880	0.071	0	0.900	0.400	0.943
ITGB2	ITGA5	9606.ENSP00000380948	9606.ENSP00000293379	0	0	0	0	0.126	0.135	0.900	0.921	0.993
ITGB2	ITGB5	9606.ENSP00000380948	9606.ENSP00000296181	0	0	0.097	0.869	0.072	0	0.900	0.407	0.943
ITGB2	ITGA2	9606.ENSP00000380948	9606.ENSP00000296585	0	0	0	0	0.080	0.114	0.900	0.722	0.974
ITGB2	ITGA3	9606.ENSP00000380948	9606.ENSP00000315190	0	0	0	0	0.067	0.135	0.900	0.669	0.969
ITGB2	TLN1	9606.ENSP00000380948	9606.ENSP00000316029	0	0	0	0	0.134	0.104	0	0.972	0.977
ITGB2	ITGA11	9606.ENSP00000380948	9606.ENSP00000327290	0	0	0	0	0.080	0.114	0.900	0.356	0.940
ITGB2	FN1	9606.ENSP00000380948	9606.ENSP00000346839	0	0	0	0	0.049	0	0.650	0.934	0.976
ITGB2	ITGAL	9606.ENSP00000380948	9606.ENSP00000349252	0	0	0	0	0.513	0.931	0.900	0.999	0.999
ITGB2	ITGA10	9606.ENSP00000380948	9606.ENSP00000358310	0	0	0	0	0.080	0.114	0.900	0.607	0.963
ITGB2	SRC	9606.ENSP00000380948	9606.ENSP00000362680	0	0	0	0	0.092	0.052	0.650	0.720	0.904
ITGB2	ITGB1	9606.ENSP00000380948	9606.ENSP00000379350	0	0	0.072	0.929	0.067	0	0.900	0.848	0.985
ITGB2	ITGA4	9606.ENSP00000380948	9606.ENSP00000380227	0	0	0	0	0.156	0.135	0.900	0.928	0.994
ITGB2	ITGA6	9606.ENSP00000380948	9606.ENSP00000386896	0	0	0	0	0.069	0.135	0.540	0.801	0.916
ITGB2	ITGB3	9606.ENSP00000380948	9606.ENSP00000452786	0	0	0.093	0.888	0.082	0	0.900	0.717	0.973
ITGB2	TLN2	9606.ENSP00000380948	9606.ENSP00000453508	0	0	0	0	0.067	0.338	0	0.970	0.980
ITGB3	COMP	9606.ENSP00000452786	9606.ENSP00000222271	0	0	0	0	0	0.069	0.900	0.463	0.945
ITGB3	ITGB8	9606.ENSP00000452786	9606.ENSP00000222573	0	0	0.073	0.859	0.044	0	0.900	0.481	0.947
ITGB3	VTN	9606.ENSP00000452786	9606.ENSP00000226218	0	0	0	0	0	0	0.900	0.997	0.999
ITGB3	IBSP	9606.ENSP00000452786	9606.ENSP00000226284	0	0	0	0	0	0.073	0.900	0.242	0.923
ITGB3	TNN	9606.ENSP00000452786	9606.ENSP00000239462	0	0	0	0	0.055	0	0.900	0.115	0.909
ITGB3	THBS1	9606.ENSP00000452786	9606.ENSP00000260356	0	0	0	0	0.146	0.524	0.900	0.656	0.984
ITGB3	ITGAV	9606.ENSP00000452786	9606.ENSP00000261023	0	0	0	0	0.062	0.989	0.900	0.999	0.999
ITGB3	ITGA2B	9606.ENSP00000452786	9606.ENSP00000262407	0	0	0	0	0.618	0.991	0.900	0.999	0.999
ITGB3	TNC	9606.ENSP00000452786	9606.ENSP00000265131	0	0	0	0.551	0.093	0	0.900	0.133	0.914
ITGB3	ITGB7	9606.ENSP00000452786	9606.ENSP00000267082	0	0	0.095	0.885	0.077	0	0.900	0.425	0.945
ITGB3	PXN	9606.ENSP00000452786	9606.ENSP00000267257	0	0	0	0	0.063	0.314	0.500	0.812	0.931
ITGB3	ITGA1	9606.ENSP00000452786	9606.ENSP00000282588	0	0	0	0	0.135	0.114	0.900	0.800	0.982
ITGB3	ITGB6	9606.ENSP00000452786	9606.ENSP00000283249	0	0	0.067	0.945	0.044	0	0.900	0.363	0.935
ITGB3	ITGA5	9606.ENSP00000452786	9606.ENSP00000293379	0	0	0	0	0.126	0.659	0.900	0.980	0.999
ITGB3	ITGB5	9606.ENSP00000452786	9606.ENSP00000296181	0	0	0.059	0.953	0.180	0	0.900	0.478	0.954
ITGB3	ITGA2	9606.ENSP00000452786	9606.ENSP00000296585	0	0	0	0	0.145	0.114	0.900	0.823	0.984
ITGB3	ITGA3	9606.ENSP00000452786	9606.ENSP00000315190	0	0	0	0	0.067	0.135	0.900	0.774	0.979
ITGB3	TLN1	9606.ENSP00000452786	9606.ENSP00000316029	0	0	0	0	0.114	0.809	0.900	0.990	0.999
ITGB3	ITGA11	9606.ENSP00000452786	9606.ENSP00000327290	0	0	0	0	0.146	0.114	0.900	0.653	0.970
ITGB3	THBS4	9606.ENSP00000452786	9606.ENSP00000339730	0	0	0	0	0	0.069	0.900	0.246	0.923
ITGB3	DMP1	9606.ENSP00000452786	9606.ENSP00000340935	0	0	0	0	0	0.073	0.900	0.099	0.909
ITGB3	PTK2	9606.ENSP00000452786	9606.ENSP00000341189	0	0	0	0	0.110	0.648	0.900	0.723	0.990
ITGB3	FN1	9606.ENSP00000452786	9606.ENSP00000346839	0	0	0	0	0.072	0.977	0.900	0.995	0.999
ITGB3	ITGAL	9606.ENSP00000452786	9606.ENSP00000349252	0	0	0	0	0.091	0.114	0.900	0.503	0.954
ITGB3	TNR	9606.ENSP00000452786	9606.ENSP00000356646	0	0	0	0.554	0.052	0	0.900	0.115	0.908
ITGB3	THBS3	9606.ENSP00000452786	9606.ENSP00000357362	0	0	0	0	0	0.069	0.900	0.227	0.921
ITGB3	ITGA10	9606.ENSP00000452786	9606.ENSP00000358310	0	0	0	0	0.128	0.114	0.900	0.646	0.969
ITGB3	SRC	9606.ENSP00000452786	9606.ENSP00000362680	0	0	0	0	0.090	0.309	0.900	0.972	0.998
ITGB3	SPP1	9606.ENSP00000452786	9606.ENSP00000378517	0	0	0	0	0.043	0	0.900	0.949	0.994
ITGB3	ITGB1	9606.ENSP00000452786	9606.ENSP00000379350	0	0	0.076	0.920	0.124	0.226	0.900	0.832	0.987
ITGB3	ITGA4	9606.ENSP00000452786	9606.ENSP00000380227	0	0	0	0	0.104	0.301	0.900	0.851	0.989
ITGB3	ITGB2	9606.ENSP00000452786	9606.ENSP00000380948	0	0	0.093	0.888	0.082	0	0.900	0.717	0.973
ITGB3	ITGA6	9606.ENSP00000452786	9606.ENSP00000386896	0	0	0	0	0.067	0.135	0.540	0.799	0.915
ITGB3	TNXB	9606.ENSP00000452786	9606.ENSP00000407685	0	0	0	0	0.055	0	0.900	0.160	0.913
ITGB3	ACTG1	9606.ENSP00000452786	9606.ENSP00000458162	0	0	0	0	0.043	0.070	0.900	0.141	0.913
ITGB3	TLN2	9606.ENSP00000452786	9606.ENSP00000453508	0	0	0	0	0.067	0.104	0.900	0.965	0.996
ITGB5	ITGB8	9606.ENSP00000296181	9606.ENSP00000222573	0	0	0.084	0.859	0	0	0.900	0.448	0.945
ITGB5	VTN	9606.ENSP00000296181	9606.ENSP00000226218	0	0	0	0	0	0.463	0.900	0.926	0.995
ITGB5	IBSP	9606.ENSP00000296181	9606.ENSP00000226284	0	0	0	0	0.042	0.073	0.900	0.096	0.909
ITGB5	ITGAV	9606.ENSP00000296181	9606.ENSP00000261023	0	0	0	0	0.137	0.558	0.900	0.989	0.999
ITGB5	ITGB7	9606.ENSP00000296181	9606.ENSP00000267082	0	0	0.095	0.879	0.059	0	0.900	0.084	0.911
ITGB5	PXN	9606.ENSP00000296181	9606.ENSP00000267257	0	0	0	0	0.067	0.071	0.800	0.498	0.901
ITGB5	ITGA1	9606.ENSP00000296181	9606.ENSP00000282588	0	0	0	0	0.117	0.114	0.900	0.740	0.976
ITGB5	ITGB6	9606.ENSP00000296181	9606.ENSP00000283249	0	0	0.067	0.937	0.059	0	0.900	0.269	0.927
ITGB5	ITGA5	9606.ENSP00000296181	9606.ENSP00000293379	0	0	0	0	0.101	0.361	0.900	0.873	0.991
ITGB5	ITGA6	9606.ENSP00000296181	9606.ENSP00000386896	0	0	0	0	0.101	0.135	0.540	0.771	0.907
ITGB5	TLN1	9606.ENSP00000296181	9606.ENSP00000316029	0	0	0	0	0.104	0.104	0.800	0.500	0.909
ITGB5	ACTG1	9606.ENSP00000296181	9606.ENSP00000458162	0	0	0	0	0.044	0.070	0.900	0.147	0.914
ITGB5	ITGAL	9606.ENSP00000296181	9606.ENSP00000349252	0	0	0	0	0.062	0.114	0.900	0.323	0.936
ITGB5	SRC	9606.ENSP00000296181	9606.ENSP00000362680	0	0	0	0	0.069	0.065	0.900	0.372	0.938
ITGB5	ITGB2	9606.ENSP00000296181	9606.ENSP00000380948	0	0	0.097	0.869	0.072	0	0.900	0.407	0.943
ITGB5	ITGB3	9606.ENSP00000296181	9606.ENSP00000452786	0	0	0.059	0.953	0.180	0	0.900	0.478	0.954
ITGB5	ITGB1	9606.ENSP00000296181	9606.ENSP00000379350	0	0	0.082	0.905	0.103	0	0.900	0.581	0.960
ITGB5	ITGA4	9606.ENSP00000296181	9606.ENSP00000380227	0	0	0	0	0.065	0.135	0.900	0.643	0.967
ITGB5	SPP1	9606.ENSP00000296181	9606.ENSP00000378517	0	0	0	0	0.062	0.292	0.900	0.576	0.968
ITGB5	ITGA10	9606.ENSP00000296181	9606.ENSP00000358310	0	0	0	0	0.115	0.114	0.900	0.677	0.971
ITGB5	PTK2	9606.ENSP00000296181	9606.ENSP00000341189	0	0	0	0	0.139	0.540	0.900	0.386	0.972
ITGB5	ITGA11	9606.ENSP00000296181	9606.ENSP00000327290	0	0	0	0	0.136	0.114	0.900	0.699	0.973
ITGB5	ITGA2	9606.ENSP00000296181	9606.ENSP00000296585	0	0	0	0	0.138	0.114	0.900	0.774	0.980
ITGB5	ITGA3	9606.ENSP00000296181	9606.ENSP00000315190	0	0	0	0	0.110	0.361	0.900	0.796	0.986
ITGB5	FN1	9606.ENSP00000296181	9606.ENSP00000346839	0	0	0	0	0.129	0.292	0.900	0.934	0.995
ITGB6	TGFB1	9606.ENSP00000283249	9606.ENSP00000221930	0	0	0	0	0.105	0.900	0.500	0.742	0.986
ITGB6	ITGB8	9606.ENSP00000283249	9606.ENSP00000222573	0	0	0.079	0.871	0.061	0	0.900	0.313	0.932
ITGB6	TNN	9606.ENSP00000283249	9606.ENSP00000239462	0	0	0	0.550	0.060	0	0.900	0.130	0.911
ITGB6	ITGAV	9606.ENSP00000283249	9606.ENSP00000261023	0	0	0	0	0.078	0.984	0.900	0.870	0.999
ITGB6	TNC	9606.ENSP00000283249	9606.ENSP00000265131	0	0	0	0.552	0.071	0	0.900	0.115	0.910
ITGB6	ITGB7	9606.ENSP00000283249	9606.ENSP00000267082	0	0	0.097	0.882	0.055	0	0.900	0.294	0.931
ITGB6	ITGA1	9606.ENSP00000283249	9606.ENSP00000282588	0	0	0	0	0.073	0.114	0.900	0.687	0.970
ITGB6	TNXB	9606.ENSP00000283249	9606.ENSP00000407685	0	0	0	0	0.055	0	0.900	0.094	0.906
ITGB6	TNR	9606.ENSP00000283249	9606.ENSP00000356646	0	0	0	0.552	0.052	0	0.900	0.115	0.908
ITGB6	ACTG1	9606.ENSP00000283249	9606.ENSP00000458162	0	0	0	0	0.064	0.070	0.900	0.128	0.914
ITGB6	TLN1	9606.ENSP00000283249	9606.ENSP00000316029	0	0	0	0	0.074	0.104	0.650	0.752	0.918
ITGB6	ITGB5	9606.ENSP00000283249	9606.ENSP00000296181	0	0	0.067	0.937	0.059	0	0.900	0.269	0.927
ITGB6	ITGAL	9606.ENSP00000283249	9606.ENSP00000349252	0	0	0	0	0.055	0.114	0.900	0.266	0.930
ITGB6	SRC	9606.ENSP00000283249	9606.ENSP00000362680	0	0	0	0	0.064	0.052	0.900	0.323	0.931
ITGB6	PTK2	9606.ENSP00000283249	9606.ENSP00000341189	0	0	0	0	0.082	0.101	0.900	0.282	0.932
ITGB6	ITGB3	9606.ENSP00000283249	9606.ENSP00000452786	0	0	0.067	0.945	0.044	0	0.900	0.363	0.935
ITGB6	ITGB2	9606.ENSP00000283249	9606.ENSP00000380948	0	0	0.098	0.880	0.071	0	0.900	0.400	0.943
ITGB6	DSPP	9606.ENSP00000283249	9606.ENSP00000498766	0	0	0	0	0	0.067	0.900	0.475	0.946
ITGB6	ITGA11	9606.ENSP00000283249	9606.ENSP00000327290	0	0	0	0	0.068	0.114	0.900	0.476	0.951
ITGB6	ITGA10	9606.ENSP00000283249	9606.ENSP00000358310	0	0	0	0	0.068	0.114	0.900	0.504	0.953
ITGB6	ITGA5	9606.ENSP00000283249	9606.ENSP00000293379	0	0	0	0	0.067	0.135	0.900	0.578	0.961
ITGB6	ITGA4	9606.ENSP00000283249	9606.ENSP00000380227	0	0	0	0	0.065	0.135	0.900	0.598	0.963
ITGB6	ITGA2	9606.ENSP00000283249	9606.ENSP00000296585	0	0	0	0	0.110	0.114	0.900	0.715	0.974
ITGB6	ITGA3	9606.ENSP00000283249	9606.ENSP00000315190	0	0	0	0	0.104	0.135	0.900	0.744	0.977
ITGB6	ITGB1	9606.ENSP00000283249	9606.ENSP00000379350	0	0	0.080	0.911	0.667	0	0.900	0.403	0.979
ITGB6	FN1	9606.ENSP00000283249	9606.ENSP00000346839	0	0	0	0	0.056	0.292	0.900	0.820	0.986
ITGB7	ITGB8	9606.ENSP00000267082	9606.ENSP00000222573	0	0	0.112	0.799	0	0	0.900	0.148	0.917
ITGB7	ITGAV	9606.ENSP00000267082	9606.ENSP00000261023	0	0	0	0	0.098	0.135	0.900	0.455	0.951
ITGB7	ITGB5	9606.ENSP00000267082	9606.ENSP00000296181	0	0	0.095	0.879	0.059	0	0.900	0.084	0.911
ITGB7	ACTG1	9606.ENSP00000267082	9606.ENSP00000458162	0	0	0	0	0	0.070	0.900	0.120	0.911
ITGB7	ITGB1	9606.ENSP00000267082	9606.ENSP00000379350	0	0	0.075	0.924	0	0	0.900	0.139	0.913
ITGB7	SRC	9606.ENSP00000267082	9606.ENSP00000362680	0	0	0	0	0.062	0.052	0.900	0.268	0.926
ITGB7	ITGB6	9606.ENSP00000267082	9606.ENSP00000283249	0	0	0.097	0.882	0.055	0	0.900	0.294	0.931
ITGB7	ITGB3	9606.ENSP00000267082	9606.ENSP00000452786	0	0	0.095	0.885	0.077	0	0.900	0.425	0.945
ITGB7	ITGA2	9606.ENSP00000267082	9606.ENSP00000296585	0	0	0	0	0.080	0.114	0.900	0.420	0.946
ITGB7	ITGA3	9606.ENSP00000267082	9606.ENSP00000315190	0	0	0	0	0.067	0.135	0.900	0.458	0.950
ITGB7	PTK2	9606.ENSP00000267082	9606.ENSP00000341189	0	0	0	0	0.113	0.101	0.900	0.468	0.951
ITGB7	ITGA1	9606.ENSP00000267082	9606.ENSP00000282588	0	0	0	0	0.080	0.114	0.900	0.473	0.951
ITGB7	ITGB2	9606.ENSP00000267082	9606.ENSP00000380948	0	0	0.076	0.927	0.204	0	0.900	0.453	0.954
ITGB7	ITGA11	9606.ENSP00000267082	9606.ENSP00000327290	0	0	0	0	0.099	0.114	0.900	0.536	0.958
ITGB7	ITGA10	9606.ENSP00000267082	9606.ENSP00000358310	0	0	0	0	0.080	0.114	0.900	0.599	0.962
ITGB7	ITGAL	9606.ENSP00000267082	9606.ENSP00000349252	0	0	0	0	0.328	0.114	0.900	0.647	0.976
ITGB7	FN1	9606.ENSP00000267082	9606.ENSP00000346839	0	0	0	0	0.056	0.292	0.900	0.811	0.985
ITGB7	ITGA5	9606.ENSP00000267082	9606.ENSP00000293379	0	0	0	0	0.094	0.135	0.900	0.873	0.988
ITGB7	ITGA4	9606.ENSP00000267082	9606.ENSP00000380227	0	0	0	0	0.144	0.979	0.900	0.996	0.999
ITGB8	TGFB1	9606.ENSP00000222573	9606.ENSP00000221930	0	0	0	0	0.055	0.912	0.500	0.638	0.983
ITGB8	ITGB2	9606.ENSP00000222573	9606.ENSP00000380948	0	0	0.114	0.822	0	0	0.900	0.085	0.911
ITGB8	ACTG1	9606.ENSP00000222573	9606.ENSP00000458162	0	0	0	0	0	0.070	0.900	0.131	0.912
ITGB8	ITGB7	9606.ENSP00000222573	9606.ENSP00000267082	0	0	0.112	0.799	0	0	0.900	0.148	0.917
ITGB8	ITGAL	9606.ENSP00000222573	9606.ENSP00000349252	0	0	0	0	0.047	0.114	0.900	0.235	0.926
ITGB8	SRC	9606.ENSP00000222573	9606.ENSP00000362680	0	0	0	0	0.048	0.052	0.900	0.292	0.927
ITGB8	FN1	9606.ENSP00000222573	9606.ENSP00000346839	0	0	0	0	0	0	0.900	0.332	0.930
ITGB8	ITGB6	9606.ENSP00000222573	9606.ENSP00000283249	0	0	0.079	0.871	0.061	0	0.900	0.313	0.932
ITGB8	PTK2	9606.ENSP00000222573	9606.ENSP00000341189	0	0	0	0	0.074	0.098	0.900	0.300	0.933
ITGB8	VTN	9606.ENSP00000222573	9606.ENSP00000226218	0	0	0	0	0	0	0.900	0.390	0.936
ITGB8	ITGB1	9606.ENSP00000222573	9606.ENSP00000379350	0	0	0.070	0.839	0	0	0.900	0.410	0.940
ITGB8	ITGB5	9606.ENSP00000222573	9606.ENSP00000296181	0	0	0.084	0.859	0	0	0.900	0.448	0.945
ITGB8	ITGB3	9606.ENSP00000222573	9606.ENSP00000452786	0	0	0.073	0.859	0.044	0	0.900	0.481	0.947
